(Ax,Ay),(Bx,By)
(643,585,0, 0)
(134,448,0, 0)
(280,452,0, 0)
(382,507,0, 0)
(283,417,0, 0)
(532,237,0, 0)
(208,462,0, 0)
(589,209,0, 0)
(538,559,0, 0)
(589,440,1, 0)
(526,99,1, 0)
(776,410,0, 0)
(175,291,0, 0)
(731,555,0, 0)
(454,179,0, 0)
(195,543,0, 0)
(716,90,0, 0)
(581,276,0, 0)
(71,44,0, 0)
(667,574,0, 0)
(393,30,0, 0)
(453,202,0, 0)
(460,224,0, 0)
(579,270,0, 0)
(276,48,0, 0)
(111,203,0, 0)
(575,357,0, 0)
(56,133,0, 0)
(216,41,0, 0)
(653,564,0, 0)
(644,216,0, 0)
(207,495,0, 0)
(296,170,0, 0)
(255,25,0, 0)
(352,529,0, 0)
(634,120,0, 0)
(347,519,0, 0)
(695,558,0, 0)
(106,292,0, 0)
(451,251,0, 0)
(684,194,0, 0)
(254,583,0, 0)
(170,528,0, 0)
(566,26,0, 0)
(583,531,0, 0)
(779,31,0, 0)
(155,391,0, 0)
(773,288,0, 0)
(484,297,0, 0)
(648,88,0, 0)
(443,503,0, 0)
(642,128,0, 0)
(547,310,0, 0)
(24,349,0, 0)
(406,559,0, 0)
(529,260,0, 0)
(299,576,0, 0)
(710,442,0, 0)
(390,54,0, 0)
(166,382,0, 0)
(778,503,0, 0)
(138,447,0, 0)
(752,46,0, 0)
(385,314,0, 0)
(576,149,1, 0)
(327,418,0, 0)
(404,559,0, 0)
(323,101,0, 0)
(27,417,0, 0)
(167,306,0, 0)
(265,433,0, 0)
(77,333,0, 0)
(398,175,0, 0)
(32,137,0, 0)
(247,187,0, 0)
(595,172,1, 0)
(399,75,1, 0)
(631,574,0, 0)
(99,319,0, 0)
(39,547,0, 0)
(737,401,0, 0)
(604,324,1, 0)
(219,411,0, 0)
(216,99,0, 0)
(486,570,0, 0)
(448,215,0, 0)
(602,559,0, 0)
(703,461,0, 0)
(657,458,0, 0)
(650,149,1, 0)
(71,300,0, 0)
(114,360,0, 0)
(645,563,0, 0)
(756,67,0, 0)
(115,45,0, 0)
(730,205,0, 0)
(758,473,0, 0)
(506,528,0, 0)
(169,405,0, 0)
(436,194,0, 0)
(254,393,0, 0)
(557,556,0, 0)
(272,411,0, 0)
(294,426,0, 0)
(261,20,0, 0)
(303,167,0, 0)
(606,406,1, 0)
(118,223,0, 0)
(782,79,0, 0)
(572,103,1, 0)
(757,534,0, 0)
(322,34,0, 0)
(282,563,0, 0)
(614,322,1, 0)
(655,91,0, 0)
(123,336,0, 0)
(705,498,0, 0)
(502,100,1, 0)
(260,438,0, 0)
(777,50,0, 0)
(52,439,0, 0)
(368,39,0, 0)
(696,310,0, 0)
(703,483,0, 0)
(217,261,0, 0)
(714,23,0, 0)
(565,432,1, 0)
(184,197,0, 0)
(502,290,0, 0)
(95,272,0, 0)
(25,215,0, 0)
(773,47,0, 0)
(575,199,0, 0)
(159,532,0, 0)
(71,135,0, 0)
(537,274,0, 0)
(608,496,0, 0)
(26,194,0, 0)
(589,160,1, 0)
(773,257,0, 0)
(436,235,0, 0)
(200,525,0, 0)
(228,105,0, 0)
(555,511,0, 0)
(482,21,0, 0)
(33,16,0, 0)
(468,269,0, 0)
(662,541,0, 0)
(186,84,0, 0)
(773,24,0, 0)
(491,400,0, 0)
(239,181,0, 0)
(424,136,0, 0)
(601,197,1, 0)
(171,62,0, 0)
(214,48,0, 0)
(697,572,0, 0)
(585,431,1, 0)
(516,526,0, 0)
(268,497,0, 0)
(692,178,0, 0)
(456,374,0, 0)
(144,232,0, 0)
(175,271,0, 0)
(66,219,0, 0)
(359,145,0, 0)
(514,412,0, 0)
(773,512,0, 0)
(746,52,0, 0)
(102,421,0, 0)
(272,499,0, 0)
(522,565,0, 0)
(573,32,0, 0)
(72,73,0, 0)
(403,439,0, 0)
(323,437,0, 0)
(221,527,0, 0)
(411,19,0, 0)
(390,331,0, 0)
(667,287,1, 0)
(262,191,0, 0)
(591,273,0, 0)
(533,480,0, 0)
(485,224,0, 0)
(156,414,0, 0)
(16,437,0, 0)
(752,188,0, 0)
(586,146,1, 0)
(217,103,0, 0)
(521,112,1, 0)
(205,291,0, 0)
(549,227,0, 0)
(237,327,0, 0)
(491,530,0, 0)
(657,276,1, 0)
(199,315,0, 0)
(535,182,0, 0)
(709,107,0, 0)
(391,281,0, 0)
(444,357,0, 0)
(676,295,1, 0)
(200,115,0, 0)
(387,294,0, 0)
(521,23,0, 0)
(528,399,0, 0)
(217,221,0, 0)
(231,197,0, 0)
(294,402,0, 0)
(652,425,1, 0)
(597,117,1, 0)
(172,574,0, 0)
(651,493,0, 0)
(393,207,0, 0)
(597,345,1, 0)
(613,539,0, 0)
(679,316,1, 0)
(268,84,0, 0)
(574,138,1, 0)
(627,358,1, 0)
(643,573,0, 0)
(732,46,0, 0)
(385,143,0, 0)
(596,93,1, 0)
(571,56,0, 0)
(609,179,1, 0)
(316,248,0, 0)
(425,125,1, 0)
(475,153,0, 0)
(412,120,1, 0)
(745,298,0, 0)
(744,186,0, 0)
(516,487,0, 0)
(483,401,0, 0)
(225,195,0, 0)
(241,132,0, 0)
(574,123,1, 0)
(197,259,0, 0)
(409,373,0, 0)
(15,263,0, 0)
(589,253,0, 0)
(563,40,0, 0)
(721,244,0, 0)
(378,509,0, 0)
(127,185,0, 0)
(674,147,0, 0)
(383,578,0, 0)
(455,229,0, 0)
(688,377,0, 0)
(404,135,0, 0)
(426,356,0, 0)
(34,311,0, 0)
(60,423,0, 0)
(328,503,0, 0)
(335,136,0, 0)
(114,335,0, 0)
(713,498,0, 0)
(273,367,0, 0)
(333,423,0, 0)
(768,510,0, 0)
(148,55,0, 0)
(624,366,1, 0)
(596,370,1, 0)
(604,154,1, 0)
(104,403,0, 0)
(710,505,0, 0)
(118,59,0, 0)
(111,41,0, 0)
(672,360,1, 0)
(60,505,0, 0)
(272,63,0, 0)
(532,541,0, 0)
(31,303,0, 0)
(120,46,0, 0)
(436,561,0, 0)
(152,362,0, 0)
(439,179,0, 0)
(172,421,0, 0)
(92,437,0, 0)
(295,375,0, 0)
(758,533,0, 0)
(28,134,0, 0)
(144,541,0, 0)
(216,405,0, 0)
(366,180,0, 0)
(56,62,0, 0)
(652,153,0, 0)
(757,139,0, 0)
(566,266,0, 0)
(517,437,0, 0)
(552,344,0, 0)
(439,497,0, 0)
(489,373,0, 0)
(204,290,0, 0)
(305,337,0, 0)
(107,304,0, 0)
(409,92,1, 0)
(321,134,0, 0)
(638,565,0, 0)
(553,190,0, 0)
(538,524,0, 0)
(160,188,0, 0)
(109,169,0, 0)
(134,376,0, 0)
(704,508,0, 0)
(785,178,0, 0)
(264,88,0, 0)
(30,475,0, 0)
(555,128,1, 0)
(140,402,0, 0)
(281,170,0, 0)
(245,554,0, 0)
(99,255,0, 0)
(522,451,0, 0)
(115,137,0, 0)
(110,252,0, 0)
(494,515,0, 0)
(374,522,0, 0)
(708,399,0, 0)
(703,39,0, 0)
(192,163,0, 0)
(577,339,0, 0)
(191,292,0, 0)
(418,583,0, 0)
(414,32,0, 0)
(590,300,0, 0)
(102,517,0, 0)
(257,94,0, 0)
(339,83,0, 0)
(259,448,0, 0)
(681,565,0, 0)
(36,64,0, 0)
(443,368,0, 0)
(527,186,0, 0)
(72,58,0, 0)
(698,531,0, 0)
(403,210,0, 0)
(115,116,0, 0)
(448,492,0, 0)
(229,469,0, 0)
(562,90,1, 0)
(237,73,0, 0)
(770,530,0, 0)
(29,348,0, 0)
(184,71,0, 0)
(677,32,0, 0)
(168,561,0, 0)
(189,154,0, 0)
(69,578,0, 0)
(722,226,0, 0)
(538,41,1, 0)
(360,554,0, 0)
(632,160,1, 0)
(355,137,0, 0)
(236,165,0, 0)
(182,466,0, 0)
(476,17,0, 0)
(567,579,0, 0)
(422,337,0, 0)
(124,222,0, 0)
(746,66,0, 0)
(381,136,0, 0)
(161,469,0, 0)
(670,230,1, 0)
(51,566,0, 0)
(644,102,0, 0)
(122,433,0, 0)
(528,193,0, 0)
(113,506,0, 0)
(193,547,0, 0)
(532,37,0, 0)
(406,279,0, 0)
(597,133,1, 0)
(495,38,1, 0)
(325,115,0, 0)
(472,129,1, 0)
(768,135,0, 0)
(496,502,0, 0)
(257,29,0, 0)
(666,89,0, 0)
(323,578,0, 0)
(393,317,0, 0)
(469,583,0, 0)
(371,559,0, 0)
(633,430,1, 0)
(100,77,0, 0)
(155,174,0, 0)
(34,548,0, 0)
(27,36,0, 0)
(31,291,0, 0)
(175,496,0, 0)
(398,38,0, 0)
(23,377,0, 0)
(350,507,0, 0)
(16,581,0, 0)
(583,543,0, 0)
(256,86,0, 0)
(776,204,0, 0)
(765,383,0, 0)
(781,326,0, 0)
(521,104,1, 0)
(722,276,0, 0)
(575,222,0, 0)
(341,251,0, 0)
(387,277,0, 0)
(164,307,0, 0)
(263,190,0, 0)
(764,19,0, 0)
(360,100,0, 0)
(588,226,0, 0)
(88,207,0, 0)
(556,86,1, 0)
(383,553,0, 0)
(212,74,0, 0)
(91,418,0, 0)
(577,171,1, 0)
(243,60,0, 0)
(20,534,0, 0)
(696,65,0, 0)
(167,375,0, 0)
(204,241,0, 0)
(53,87,0, 0)
(270,371,0, 0)
(539,311,0, 0)
(168,151,0, 0)
(494,156,0, 0)
(464,432,0, 0)
(266,85,0, 0)
(478,442,0, 0)
(483,512,0, 0)
(561,179,1, 0)
(277,108,0, 0)
(348,577,0, 0)
(327,53,0, 0)
(612,179,1, 0)
(208,535,0, 0)
(166,344,0, 0)
(280,442,0, 0)
(441,275,0, 0)
(262,523,0, 0)
(739,437,0, 0)
(66,225,0, 0)
(431,550,0, 0)
(60,93,0, 0)
(486,79,1, 0)
(679,304,1, 0)
(606,314,1, 0)
(16,286,0, 0)
(598,585,0, 0)
(726,553,0, 0)
(461,56,1, 0)
(152,67,0, 0)
(312,157,0, 0)
(76,255,0, 0)
(465,392,0, 0)
(408,457,0, 0)
(28,583,0, 0)
(562,184,1, 0)
(255,114,0, 0)
(731,524,0, 0)
(749,131,0, 0)
(548,186,0, 0)
(674,354,1, 0)
(482,57,1, 0)
(384,164,0, 0)
(440,22,0, 0)
(292,95,0, 0)
(508,26,0, 0)
(98,536,0, 0)
(596,247,0, 0)
(29,419,0, 0)
(83,208,0, 0)
(144,550,0, 0)
(456,182,0, 0)
(246,108,0, 0)
(489,217,0, 0)
(31,305,0, 0)
(63,218,0, 0)
(566,349,0, 0)
(50,306,0, 0)
(737,268,0, 0)
(726,162,0, 0)
(403,585,0, 0)
(174,524,0, 0)
(451,434,0, 0)
(371,525,0, 0)
(171,200,0, 0)
(608,455,1, 0)
(412,156,0, 0)
(357,510,0, 0)
(784,273,0, 0)
(662,80,0, 0)
(441,353,0, 0)
(292,378,0, 0)
(145,456,0, 0)
(218,209,0, 0)
(73,406,0, 0)
(644,330,1, 0)
(644,290,1, 0)
(283,303,0, 0)
(226,25,0, 0)
(214,540,0, 0)
(736,229,0, 0)
(658,137,0, 0)
(639,326,1, 0)
(591,147,1, 0)
(469,356,0, 0)
(153,40,0, 0)
(421,207,0, 0)
(79,390,0, 0)
(65,535,0, 0)
(457,31,1, 0)
(271,134,0, 0)
(374,332,0, 0)
(35,137,0, 0)
(198,257,0, 0)
(613,351,1, 0)
(769,494,0, 0)
(639,25,0, 0)
(561,162,1, 0)
(683,526,0, 0)
(650,308,1, 0)
(495,504,0, 0)
(518,510,0, 0)
(501,505,0, 0)
(290,42,0, 0)
(333,270,0, 0)
(283,179,0, 0)
(642,328,1, 0)
(214,243,0, 0)
(264,439,0, 0)
(93,332,0, 0)
(358,260,0, 0)
(380,521,0, 0)
(293,317,0, 0)
(717,54,0, 0)
(393,549,0, 0)
(236,34,0, 0)
(699,234,0, 0)
(478,317,0, 0)
(212,492,0, 0)
(677,132,0, 0)
(671,95,0, 0)
(88,509,0, 0)
(619,53,0, 0)
(85,571,0, 0)
(589,354,1, 0)
(763,94,0, 0)
(470,192,0, 0)
(211,221,0, 0)
(420,301,0, 0)
(495,559,0, 0)
(731,456,0, 0)
(314,476,0, 0)
(469,208,0, 0)
(725,426,0, 0)
(300,476,0, 0)
(292,229,0, 0)
(93,451,0, 0)
(489,456,0, 0)
(532,229,0, 0)
(15,429,0, 0)
(418,165,0, 0)
(385,383,0, 0)
(115,53,0, 0)
(301,572,0, 0)
(37,490,0, 0)
(607,241,1, 0)
(600,433,1, 0)
(421,263,0, 0)
(102,479,0, 0)
(371,226,0, 0)
(475,450,0, 0)
(533,301,0, 0)
(691,386,0, 0)
(411,123,1, 0)
(415,514,0, 0)
(666,107,0, 0)
(76,404,0, 0)
(761,388,0, 0)
(91,338,0, 0)
(539,236,0, 0)
(163,355,0, 0)
(577,315,0, 0)
(732,62,0, 0)
(417,570,0, 0)
(573,232,0, 0)
(555,484,0, 0)
(420,255,0, 0)
(372,546,0, 0)
(525,427,0, 0)
(760,58,0, 0)
(277,150,0, 0)
(167,541,0, 0)
(564,306,0, 0)
(468,282,0, 0)
(408,506,0, 0)
(357,42,0, 0)
(522,310,0, 0)
(419,324,0, 0)
(48,112,0, 0)
(471,386,0, 0)
(550,379,0, 0)
(320,450,0, 0)
(742,16,0, 0)
(43,349,0, 0)
(111,449,0, 0)
(59,221,0, 0)
(139,553,0, 0)
(609,314,1, 0)
(774,272,0, 0)
(425,25,0, 0)
(566,283,0, 0)
(88,469,0, 0)
(142,158,0, 0)
(146,270,0, 0)
(558,25,0, 0)
(177,535,0, 0)
(656,257,1, 0)
(697,269,0, 0)
(230,336,0, 0)
(39,264,0, 0)
(230,77,0, 0)
(401,534,0, 0)
(231,400,0, 0)
(350,239,0, 0)
(286,245,0, 0)
(569,327,0, 0)
(67,173,0, 0)
(185,338,0, 0)
(309,248,0, 0)
(602,366,1, 0)
(598,268,1, 0)
(709,565,0, 0)
(254,561,0, 0)
(423,576,0, 0)
(101,94,0, 0)
(309,282,0, 0)
(497,114,1, 0)
(557,454,1, 0)
(151,52,0, 0)
(66,572,0, 0)
(262,187,0, 0)
(145,318,0, 0)
(326,87,0, 0)
(784,281,0, 0)
(348,562,0, 0)
(283,572,0, 0)
(297,225,0, 0)
(764,136,0, 0)
(59,152,0, 0)
(631,143,1, 0)
(573,186,1, 0)
(317,271,0, 0)
(161,101,0, 0)
(276,346,0, 0)
(475,165,0, 0)
(75,66,0, 0)
(627,450,1, 0)
(72,21,0, 0)
(551,363,0, 0)
(569,431,1, 0)
(149,285,0, 0)
(230,415,0, 0)
(34,473,0, 0)
(592,238,0, 0)
(264,444,0, 0)
(42,122,0, 0)
(748,121,0, 0)
(609,522,0, 0)
(245,205,0, 0)
(265,239,0, 0)
(715,160,0, 0)
(538,206,0, 0)
(421,425,0, 0)
(72,329,0, 0)
(66,560,0, 0)
(613,506,0, 0)
(60,265,0, 0)
(253,296,0, 0)
(779,309,0, 0)
(705,263,0, 0)
(668,448,0, 0)
(658,557,0, 0)
(228,424,0, 0)
(122,141,0, 0)
(641,348,1, 0)
(27,169,0, 0)
(322,422,0, 0)
(292,421,0, 0)
(229,395,0, 0)
(46,383,0, 0)
(50,472,0, 0)
(781,396,0, 0)
(617,318,1, 0)
(724,325,0, 0)
(720,397,0, 0)
(252,423,0, 0)
(115,571,0, 0)
(708,218,0, 0)
(48,255,0, 0)
(387,473,0, 0)
(75,305,0, 0)
(230,78,0, 0)
(649,509,0, 0)
(650,413,1, 0)
(231,50,0, 0)
(319,51,0, 0)
(729,428,0, 0)
(213,295,0, 0)
(623,225,0, 0)
(299,255,0, 0)
(42,536,0, 0)
(642,300,1, 0)
(721,465,0, 0)
(207,185,0, 0)
(345,583,0, 0)
(273,565,0, 0)
(359,35,0, 0)
(705,554,0, 0)
(454,149,0, 0)
(561,390,1, 0)
(747,31,0, 0)
(114,530,0, 0)
(483,554,0, 0)
(436,335,0, 0)
(744,79,0, 0)
(508,122,1, 0)
(657,544,0, 0)
(658,211,0, 0)
(281,95,0, 0)
(167,445,0, 0)
(53,129,0, 0)
(364,29,0, 0)
(473,217,0, 0)
(687,584,0, 0)
(357,131,0, 0)
(660,226,1, 0)
(710,169,0, 0)
(134,567,0, 0)
(243,566,0, 0)
(198,414,0, 0)
(268,367,0, 0)
(752,255,0, 0)
(109,498,0, 0)
(349,351,0, 0)
(16,50,0, 0)
(42,533,0, 0)
(771,546,0, 0)
(580,184,1, 0)
(439,504,0, 0)
(684,537,0, 0)
(525,460,0, 0)
(278,20,0, 0)
(744,108,0, 0)
(286,208,0, 0)
(417,504,0, 0)
(162,521,0, 0)
(149,182,0, 0)
(64,509,0, 0)
(552,478,1, 0)
(675,432,0, 0)
(595,540,0, 0)
(54,508,0, 0)
(676,64,0, 0)
(31,279,0, 0)
(542,295,0, 0)
(164,516,0, 0)
(204,291,0, 0)
(734,410,0, 0)
(215,312,0, 0)
(428,184,0, 0)
(763,497,0, 0)
(644,65,0, 0)
(111,573,0, 0)
(753,395,0, 0)
(532,367,0, 0)
(764,241,0, 0)
(652,16,0, 0)
(83,392,0, 0)
(113,138,0, 0)
(366,371,0, 0)
(247,486,0, 0)
(684,113,0, 0)
(354,43,0, 0)
(365,538,0, 0)
(410,209,0, 0)
(88,73,0, 0)
(629,290,1, 0)
(656,186,0, 0)
(37,148,0, 0)
(339,386,0, 0)
(168,377,0, 0)
(180,34,0, 0)
(357,263,0, 0)
(225,199,0, 0)
(646,192,0, 0)
(678,334,1, 0)
(317,259,0, 0)
(162,250,0, 0)
(191,288,0, 0)
(183,288,0, 0)
(269,485,0, 0)
(560,403,1, 0)
(508,222,0, 0)
(526,265,0, 0)
(165,236,0, 0)
(250,288,0, 0)
(507,183,0, 0)
(455,494,0, 0)
(698,206,0, 0)
(75,401,0, 0)
(651,82,0, 0)
(331,76,0, 0)
(316,583,0, 0)
(171,305,0, 0)
(162,357,0, 0)
(543,547,0, 0)
(639,505,0, 0)
(476,295,0, 0)
(777,510,0, 0)
(330,271,0, 0)
(708,65,0, 0)
(41,131,0, 0)
(127,190,0, 0)
(128,79,0, 0)
(778,235,0, 0)
(645,485,0, 0)
(411,133,0, 0)
(52,234,0, 0)
(304,374,0, 0)
(366,553,0, 0)
(322,153,0, 0)
(315,281,0, 0)
(64,322,0, 0)
(751,319,0, 0)
(340,488,0, 0)
(349,270,0, 0)
(490,154,0, 0)
(464,346,0, 0)
(384,470,0, 0)
(30,44,0, 0)
(537,470,0, 0)
(65,22,0, 0)
(316,252,0, 0)
(690,112,0, 0)
(665,267,1, 0)
(563,61,1, 0)
(188,220,0, 0)
(737,228,0, 0)
(185,533,0, 0)
(145,335,0, 0)
(164,483,0, 0)
(523,537,0, 0)
(382,90,1, 0)
(654,219,1, 0)
(779,491,0, 0)
(156,420,0, 0)
(369,272,0, 0)
(321,187,0, 0)
(647,147,1, 0)
(35,498,0, 0)
(301,506,0, 0)
(692,431,0, 0)
(252,536,0, 0)
(636,229,1, 0)
(519,411,0, 0)
(720,121,0, 0)
(441,354,0, 0)
(171,306,0, 0)
(746,176,0, 0)
(614,149,1, 0)
(312,518,0, 0)
(659,352,1, 0)
(90,29,0, 0)
(712,45,0, 0)
(327,499,0, 0)
(503,568,0, 0)
(278,512,0, 0)
(167,118,0, 0)
(191,372,0, 0)
(749,361,0, 0)
(95,321,0, 0)
(539,317,0, 0)
(53,84,0, 0)
(188,250,0, 0)
(546,338,0, 0)
(159,512,0, 0)
(440,314,0, 0)
(340,487,0, 0)
(707,265,0, 0)
(770,132,0, 0)
(455,93,1, 0)
(513,319,0, 0)
(621,534,0, 0)
(364,21,0, 0)
(220,133,0, 0)
(641,549,0, 0)
(265,83,0, 0)
(407,96,1, 0)
(736,43,0, 0)
(768,510,0, 0)
(627,225,0, 0)
(363,268,0, 0)
(366,22,0, 0)
(497,454,0, 0)
(735,355,0, 0)
(583,537,0, 0)
(37,350,0, 0)
(757,543,0, 0)
(237,302,0, 0)
(716,328,0, 0)
(422,209,0, 0)
(173,545,0, 0)
(406,441,0, 0)
(306,544,0, 0)
(41,31,0, 0)
(653,247,1, 0)
(29,79,0, 0)
(471,239,0, 0)
(619,429,1, 0)
(320,280,0, 0)
(348,72,0, 0)
(538,418,1, 0)
(44,383,0, 0)
(689,585,0, 0)
(648,422,1, 0)
(287,402,0, 0)
(684,68,0, 0)
(19,344,0, 0)
(390,548,0, 0)
(170,202,0, 0)
(518,455,1, 0)
(57,32,0, 0)
(397,426,0, 0)
(437,311,0, 0)
(651,359,1, 0)
(119,55,0, 0)
(425,559,0, 0)
(502,280,0, 0)
(300,376,0, 0)
(153,58,0, 0)
(501,128,1, 0)
(348,526,0, 0)
(671,38,0, 0)
(390,79,1, 0)
(503,36,1, 0)
(508,274,0, 0)
(496,369,0, 0)
(158,505,0, 0)
(150,55,0, 0)
(51,565,0, 0)
(455,219,0, 0)
(250,273,0, 0)
(376,398,0, 0)
(470,35,1, 0)
(129,318,0, 0)
(751,395,0, 0)
(438,172,0, 0)
(433,533,0, 0)
(271,532,0, 0)
(355,50,0, 0)
(358,95,0, 0)
(455,565,0, 0)
(740,425,0, 0)
(300,399,0, 0)
(162,308,0, 0)
(329,327,0, 0)
(257,574,0, 0)
(112,454,0, 0)
(217,57,0, 0)
(468,518,0, 0)
(742,194,0, 0)
(701,434,0, 0)
(216,367,0, 0)
(503,255,0, 0)
(385,106,1, 0)
(23,543,0, 0)
(353,432,0, 0)
(60,229,0, 0)
(729,84,0, 0)
(756,245,0, 0)
(251,134,0, 0)
(148,193,0, 0)
(144,73,0, 0)
(742,76,0, 0)
(742,266,0, 0)
(503,358,0, 0)
(750,541,0, 0)
(596,367,1, 0)
(240,144,0, 0)
(609,301,1, 0)
(704,311,0, 0)
(221,73,0, 0)
(436,489,0, 0)
(515,566,0, 0)
(732,33,0, 0)
(83,424,0, 0)
(276,234,0, 0)
(48,297,0, 0)
(679,229,1, 0)
(343,131,0, 0)
(575,137,1, 0)
(712,226,0, 0)
(333,215,0, 0)
(311,313,0, 0)
(144,533,0, 0)
(112,318,0, 0)
(567,127,1, 0)
(580,121,1, 0)
(472,476,0, 0)
(515,436,0, 0)
(524,234,0, 0)
(129,134,0, 0)
(403,403,0, 0)
(722,32,0, 0)
(501,333,0, 0)
(536,282,0, 0)
(47,575,0, 0)
(704,305,0, 0)
(573,413,1, 0)
(570,455,1, 0)
(34,193,0, 0)
(432,305,0, 0)
(469,535,0, 0)
(751,184,0, 0)
(96,68,0, 0)
(466,180,0, 0)
(652,270,1, 0)
(745,452,0, 0)
(15,314,0, 0)
(637,281,1, 0)
(239,75,0, 0)
(411,15,0, 0)
(574,289,0, 0)
(680,236,1, 0)
(251,102,0, 0)
(487,243,0, 0)
(116,467,0, 0)
(304,571,0, 0)
(28,312,0, 0)
(618,68,0, 0)
(334,415,0, 0)
(284,296,0, 0)
(29,430,0, 0)
(607,238,1, 0)
(611,218,0, 0)
(21,443,0, 0)
(499,130,1, 0)
(163,507,0, 0)
(607,416,1, 0)
(139,515,0, 0)
(613,349,1, 0)
(50,211,0, 0)
(219,63,0, 0)
(663,140,0, 0)
(24,400,0, 0)
(731,55,0, 0)
(512,21,0, 0)
(42,361,0, 0)
(352,525,0, 0)
(206,174,0, 0)
(268,20,0, 0)
(147,157,0, 0)
(242,106,0, 0)
(392,235,0, 0)
(613,434,1, 0)
(140,189,0, 0)
(633,370,1, 0)
(452,554,0, 0)
(231,417,0, 0)
(99,102,0, 0)
(376,62,0, 0)
(455,215,0, 0)
(85,192,0, 0)
(693,174,0, 0)
(783,82,0, 0)
(512,282,0, 0)
(431,508,0, 0)
(446,567,0, 0)
(433,335,0, 0)
(190,139,0, 0)
(209,246,0, 0)
(131,280,0, 0)
(684,280,1, 0)
(23,288,0, 0)
(668,376,1, 0)
(456,188,0, 0)
(703,194,0, 0)
(558,37,0, 0)
(373,341,0, 0)
(517,321,0, 0)
(774,474,0, 0)
(366,66,0, 0)
(757,473,0, 0)
(767,239,0, 0)
(588,184,1, 0)
(489,558,0, 0)
(257,288,0, 0)
(98,205,0, 0)
(124,228,0, 0)
(395,455,0, 0)
(43,36,0, 0)
(759,140,0, 0)
(554,258,0, 0)
(118,144,0, 0)
(184,371,0, 0)
(268,169,0, 0)
(779,410,0, 0)
(641,578,0, 0)
(149,272,0, 0)
(326,460,0, 0)
(422,521,0, 0)
(595,24,0, 0)
(736,78,0, 0)
(602,566,0, 0)
(102,194,0, 0)
(339,498,0, 0)
(521,498,0, 0)
(495,563,0, 0)
(686,420,0, 0)
(22,479,0, 0)
(622,90,0, 0)
(493,118,1, 0)
(117,209,0, 0)
(629,239,1, 0)
(467,198,0, 0)
(204,281,0, 0)
(594,464,1, 0)
(602,195,1, 0)
(156,493,0, 0)
(596,530,0, 0)
(670,40,0, 0)
(90,34,0, 0)
(104,374,0, 0)
(761,557,0, 0)
(547,34,0, 0)
(372,472,0, 0)
(311,336,0, 0)
(128,508,0, 0)
(467,188,0, 0)
(99,144,0, 0)
(263,68,0, 0)
(760,559,0, 0)
(659,560,0, 0)
(405,520,0, 0)
(731,258,0, 0)
(239,506,0, 0)
(26,65,0, 0)
(417,33,1, 0)
(186,486,0, 0)
(732,19,0, 0)
(665,341,1, 0)
(519,568,0, 0)
(113,522,0, 0)
(387,159,0, 0)
(441,82,1, 0)
(135,511,0, 0)
(514,152,0, 0)
(212,27,0, 0)
(122,462,0, 0)
(465,525,0, 0)
(137,507,0, 0)
(614,238,1, 0)
(777,29,0, 0)
(586,328,0, 0)
(35,260,0, 0)
(535,522,0, 0)
(15,138,0, 0)
(241,313,0, 0)
(587,200,1, 0)
(668,74,0, 0)
(447,317,0, 0)
(136,168,0, 0)
