(Ax,Ay),(Bx,By)
(326,205,0, 0)
(718,16,0, 0)
(696,462,0, 0)
(780,383,0, 0)
(699,15,0, 0)
(532,47,1, 0)
(712,201,0, 0)
(359,279,0, 0)
(503,192,0, 0)
(62,340,0, 0)
(117,30,0, 0)
(372,24,0, 0)
(562,259,0, 0)
(379,189,0, 0)
(166,562,0, 0)
(508,108,1, 0)
(17,577,0, 0)
(356,209,0, 0)
(234,112,0, 0)
(430,545,0, 0)
(565,375,0, 0)
(754,518,0, 0)
(776,525,0, 0)
(125,411,0, 0)
(108,303,0, 0)
(195,42,0, 0)
(352,125,0, 0)
(76,224,0, 0)
(486,525,0, 0)
(214,100,0, 0)
(279,365,0, 0)
(634,211,0, 0)
(440,467,0, 0)
(217,119,0, 0)
(673,542,0, 0)
(548,99,1, 0)
(692,459,0, 0)
(438,89,1, 0)
(740,418,0, 0)
(98,547,0, 0)
(778,249,0, 0)
(677,499,0, 0)
(526,382,0, 0)
(691,201,0, 0)
(141,390,0, 0)
(229,375,0, 0)
(392,513,0, 0)
(287,507,0, 0)
(607,368,1, 0)
(104,300,0, 0)
(158,167,0, 0)
(263,109,0, 0)
(308,85,0, 0)
(79,329,0, 0)
(355,158,0, 0)
(639,240,1, 0)
(24,75,0, 0)
(307,260,0, 0)
(139,136,0, 0)
(637,110,0, 0)
(436,219,0, 0)
(326,284,0, 0)
(296,203,0, 0)
(513,202,0, 0)
(606,448,1, 0)
(368,423,0, 0)
(771,393,0, 0)
(688,485,0, 0)
(342,415,0, 0)
(373,295,0, 0)
(80,28,0, 0)
(379,83,1, 0)
(239,313,0, 0)
(579,209,0, 0)
(231,262,0, 0)
(370,126,0, 0)
(427,281,0, 0)
(618,518,0, 0)
(252,553,0, 0)
(341,278,0, 0)
(38,46,0, 0)
(490,575,0, 0)
(372,284,0, 0)
(252,359,0, 0)
(448,282,0, 0)
(354,249,0, 0)
(711,369,0, 0)
(159,476,0, 0)
(277,547,0, 0)
(196,105,0, 0)
(89,356,0, 0)
(78,146,0, 0)
(616,419,1, 0)
(379,435,0, 0)
(720,255,0, 0)
(597,47,0, 0)
(666,253,1, 0)
(52,412,0, 0)
(469,438,0, 0)
(444,180,0, 0)
(331,360,0, 0)
(573,108,1, 0)
(519,266,0, 0)
(441,372,0, 0)
(705,53,0, 0)
(294,579,0, 0)
(176,258,0, 0)
(247,415,0, 0)
(190,205,0, 0)
(592,297,0, 0)
(413,455,0, 0)
(269,414,0, 0)
(215,207,0, 0)
(385,421,0, 0)
(106,582,0, 0)
(775,420,0, 0)
(216,223,0, 0)
(724,51,0, 0)
(198,82,0, 0)
(98,295,0, 0)
(475,513,0, 0)
(516,486,0, 0)
(678,561,0, 0)
(620,58,0, 0)
(281,213,0, 0)
(712,119,0, 0)
(455,483,0, 0)
(723,122,0, 0)
(136,347,0, 0)
(79,168,0, 0)
(283,59,0, 0)
(449,285,0, 0)
(120,78,0, 0)
(190,119,0, 0)
(528,532,0, 0)
(209,114,0, 0)
(486,472,0, 0)
(89,461,0, 0)
(292,443,0, 0)
(778,577,0, 0)
(545,558,0, 0)
(87,301,0, 0)
(614,421,1, 0)
(225,59,0, 0)
(34,350,0, 0)
(512,129,1, 0)
(217,149,0, 0)
(704,362,0, 0)
(468,484,0, 0)
(250,581,0, 0)
(105,200,0, 0)
(776,572,0, 0)
(411,498,0, 0)
(260,159,0, 0)
(543,134,1, 0)
(25,486,0, 0)
(25,212,0, 0)
(229,359,0, 0)
(392,62,1, 0)
(223,31,0, 0)
(768,440,0, 0)
(79,66,0, 0)
(246,493,0, 0)
(645,434,1, 0)
(155,290,0, 0)
(252,400,0, 0)
(101,113,0, 0)
(443,183,0, 0)
(629,38,0, 0)
(267,406,0, 0)
(165,524,0, 0)
(111,526,0, 0)
(89,66,0, 0)
(15,54,0, 0)
(412,494,0, 0)
(696,28,0, 0)
(560,239,0, 0)
(759,261,0, 0)
(659,48,0, 0)
(58,156,0, 0)
(628,307,1, 0)
(243,485,0, 0)
(718,381,0, 0)
(412,17,0, 0)
(437,331,0, 0)
(480,47,1, 0)
(301,312,0, 0)
(218,201,0, 0)
(228,161,0, 0)
(298,508,0, 0)
(256,584,0, 0)
(98,560,0, 0)
(433,144,0, 0)
(246,136,0, 0)
(558,88,1, 0)
(410,459,0, 0)
(18,252,0, 0)
(98,67,0, 0)
(439,408,0, 0)
(446,90,1, 0)
(270,557,0, 0)
(284,204,0, 0)
(584,89,1, 0)
(626,547,0, 0)
(382,349,0, 0)
(671,249,1, 0)
(225,261,0, 0)
(715,457,0, 0)
(84,91,0, 0)
(295,407,0, 0)
(557,351,0, 0)
(83,112,0, 0)
(176,42,0, 0)
(225,144,0, 0)
(742,28,0, 0)
(440,308,0, 0)
(51,417,0, 0)
(718,502,0, 0)
(521,101,1, 0)
(270,303,0, 0)
(285,204,0, 0)
(663,45,0, 0)
(457,203,0, 0)
(620,116,1, 0)
(602,483,0, 0)
(744,389,0, 0)
(283,121,0, 0)
(688,530,0, 0)
(252,481,0, 0)
(365,558,0, 0)
(275,514,0, 0)
(661,534,0, 0)
(416,466,0, 0)
(166,374,0, 0)
(68,445,0, 0)
(378,323,0, 0)
(92,258,0, 0)
(186,483,0, 0)
(329,396,0, 0)
(55,459,0, 0)
(231,250,0, 0)
(648,178,1, 0)
(155,96,0, 0)
(287,332,0, 0)
(77,159,0, 0)
(187,177,0, 0)
(682,105,0, 0)
(759,446,0, 0)
(745,506,0, 0)
(716,424,0, 0)
(556,366,0, 0)
(188,16,0, 0)
(360,114,1, 0)
(565,345,0, 0)
(616,439,1, 0)
(113,246,0, 0)
(715,275,0, 0)
(605,104,1, 0)
(311,580,0, 0)
(661,297,1, 0)
(622,365,1, 0)
(257,492,0, 0)
(311,81,0, 0)
(656,463,0, 0)
(261,353,0, 0)
(47,267,0, 0)
(333,36,0, 0)
(649,120,0, 0)
(754,348,0, 0)
(666,208,0, 0)
(253,41,0, 0)
(697,308,0, 0)
(567,19,0, 0)
(58,192,0, 0)
(304,528,0, 0)
(456,92,1, 0)
(279,350,0, 0)
(227,265,0, 0)
(440,501,0, 0)
(630,525,0, 0)
(415,574,0, 0)
(450,422,0, 0)
(639,448,1, 0)
(488,121,1, 0)
(311,197,0, 0)
(501,26,0, 0)
(537,390,0, 0)
(730,408,0, 0)
(231,93,0, 0)
(368,532,0, 0)
(531,273,0, 0)
(238,237,0, 0)
(315,484,0, 0)
(549,515,0, 0)
(294,118,0, 0)
(723,156,0, 0)
(351,210,0, 0)
(532,288,0, 0)
(251,417,0, 0)
(462,338,0, 0)
(706,262,0, 0)
(257,289,0, 0)
(282,554,0, 0)
(430,547,0, 0)
(600,570,0, 0)
(544,305,0, 0)
(680,169,0, 0)
(67,73,0, 0)
(533,43,1, 0)
(476,529,0, 0)
(211,496,0, 0)
(403,465,0, 0)
(184,359,0, 0)
(418,63,1, 0)
(775,284,0, 0)
(150,372,0, 0)
(781,57,0, 0)
(527,53,1, 0)
(65,415,0, 0)
(336,514,0, 0)
(413,95,1, 0)
(372,251,0, 0)
(440,426,0, 0)
(20,389,0, 0)
(671,348,1, 0)
(743,297,0, 0)
(636,139,1, 0)
(737,216,0, 0)
(533,323,0, 0)
(131,560,0, 0)
(542,250,0, 0)
(73,431,0, 0)
(94,507,0, 0)
(60,535,0, 0)
(56,125,0, 0)
(414,516,0, 0)
(282,96,0, 0)
(456,334,0, 0)
(77,86,0, 0)
(652,422,1, 0)
(663,385,1, 0)
(602,139,1, 0)
(152,551,0, 0)
(424,405,0, 0)
(516,45,1, 0)
(373,465,0, 0)
(478,41,1, 0)
(213,157,0, 0)
(342,209,0, 0)
(62,53,0, 0)
(91,126,0, 0)
(518,65,1, 0)
(105,140,0, 0)
(424,127,0, 0)
(390,121,0, 0)
(425,328,0, 0)
(176,23,0, 0)
(669,94,0, 0)
(229,206,0, 0)
(264,158,0, 0)
(599,428,1, 0)
(363,175,0, 0)
(587,567,0, 0)
(85,578,0, 0)
(686,568,0, 0)
(195,83,0, 0)
(411,312,0, 0)
(418,96,1, 0)
(581,62,0, 0)
(536,218,0, 0)
(672,273,1, 0)
(584,560,0, 0)
(281,74,0, 0)
(335,172,0, 0)
(639,567,0, 0)
(634,98,0, 0)
(586,187,1, 0)
(735,35,0, 0)
(121,275,0, 0)
(138,209,0, 0)
(298,78,0, 0)
(623,425,1, 0)
(257,377,0, 0)
(222,415,0, 0)
(265,17,0, 0)
(757,321,0, 0)
(337,264,0, 0)
(191,248,0, 0)
(634,540,0, 0)
(291,273,0, 0)
(373,72,1, 0)
(555,151,1, 0)
(458,180,0, 0)
(102,425,0, 0)
(262,368,0, 0)
(45,161,0, 0)
(784,539,0, 0)
(138,209,0, 0)
(707,93,0, 0)
(283,223,0, 0)
(196,56,0, 0)
(732,230,0, 0)
(181,61,0, 0)
(598,219,0, 0)
(497,20,0, 0)
(558,386,1, 0)
(633,576,0, 0)
(260,384,0, 0)
(116,182,0, 0)
(241,85,0, 0)
(594,395,1, 0)
(148,458,0, 0)
(275,463,0, 0)
(243,93,0, 0)
(677,399,0, 0)
(644,117,0, 0)
(705,584,0, 0)
(753,295,0, 0)
(338,544,0, 0)
(374,136,0, 0)
(563,417,1, 0)
(692,459,0, 0)
(480,411,0, 0)
(75,500,0, 0)
(77,231,0, 0)
(182,16,0, 0)
(149,479,0, 0)
(589,540,0, 0)
(405,235,0, 0)
(763,58,0, 0)
(253,21,0, 0)
(535,75,1, 0)
(222,130,0, 0)
(277,83,0, 0)
(502,51,1, 0)
(121,23,0, 0)
(673,381,1, 0)
(271,347,0, 0)
(30,309,0, 0)
(74,508,0, 0)
(337,289,0, 0)
(736,220,0, 0)
(106,136,0, 0)
(482,182,0, 0)
(551,366,0, 0)
(340,433,0, 0)
(548,429,1, 0)
(743,169,0, 0)
(344,267,0, 0)
(452,381,0, 0)
(613,493,0, 0)
(289,80,0, 0)
(381,509,0, 0)
(315,63,0, 0)
(419,185,0, 0)
(586,243,0, 0)
(254,218,0, 0)
(316,75,0, 0)
(323,582,0, 0)
(702,411,0, 0)
(600,557,0, 0)
(725,582,0, 0)
(729,36,0, 0)
(685,182,0, 0)
(442,62,1, 0)
(678,415,0, 0)
(477,478,0, 0)
(181,118,0, 0)
(637,127,1, 0)
(395,353,0, 0)
(622,537,0, 0)
(405,496,0, 0)
(479,550,0, 0)
(703,557,0, 0)
(767,53,0, 0)
(567,574,0, 0)
(566,84,1, 0)
(224,519,0, 0)
(22,518,0, 0)
(417,99,1, 0)
(411,136,0, 0)
(317,194,0, 0)
(248,568,0, 0)
(470,459,0, 0)
(575,25,0, 0)
(714,365,0, 0)
(160,508,0, 0)
(154,42,0, 0)
(20,202,0, 0)
(358,278,0, 0)
(645,172,1, 0)
(589,494,1, 0)
(122,66,0, 0)
(405,460,0, 0)
(648,95,0, 0)
(550,341,0, 0)
(361,450,0, 0)
(634,401,1, 0)
(703,20,0, 0)
(600,147,1, 0)
(388,249,0, 0)
(268,451,0, 0)
(234,565,0, 0)
(384,374,0, 0)
(649,307,1, 0)
(492,269,0, 0)
(418,346,0, 0)
(697,498,0, 0)
(699,280,0, 0)
(336,524,0, 0)
(332,362,0, 0)
(666,428,0, 0)
(574,422,1, 0)
(275,548,0, 0)
(152,74,0, 0)
(772,526,0, 0)
(398,245,0, 0)
(396,399,0, 0)
(123,183,0, 0)
(75,483,0, 0)
(730,565,0, 0)
(17,333,0, 0)
(395,349,0, 0)
(715,238,0, 0)
(46,190,0, 0)
(106,398,0, 0)
(592,374,1, 0)
(268,145,0, 0)
(658,373,1, 0)
(418,511,0, 0)
(53,325,0, 0)
(115,112,0, 0)
(186,561,0, 0)
(558,102,1, 0)
(459,153,0, 0)
(235,290,0, 0)
(189,47,0, 0)
(59,544,0, 0)
(268,313,0, 0)
(733,113,0, 0)
(78,189,0, 0)
(155,147,0, 0)
(598,334,1, 0)
(183,329,0, 0)
(361,419,0, 0)
(330,409,0, 0)
(347,247,0, 0)
(151,472,0, 0)
(60,123,0, 0)
(385,535,0, 0)
(249,458,0, 0)
(212,438,0, 0)
(441,219,0, 0)
(283,559,0, 0)
(16,418,0, 0)
(212,516,0, 0)
(704,329,0, 0)
(135,213,0, 0)
(779,392,0, 0)
(761,492,0, 0)
(412,143,0, 0)
(512,343,0, 0)
(77,492,0, 0)
(339,31,0, 0)
(367,100,1, 0)
(75,162,0, 0)
(395,274,0, 0)
(315,216,0, 0)
(483,543,0, 0)
(712,518,0, 0)
(388,151,0, 0)
(68,310,0, 0)
(276,415,0, 0)
(317,566,0, 0)
(326,523,0, 0)
(743,390,0, 0)
(609,427,1, 0)
(641,64,0, 0)
(652,168,1, 0)
(744,535,0, 0)
(575,498,0, 0)
(225,263,0, 0)
(152,384,0, 0)
(113,525,0, 0)
(500,364,0, 0)
(747,114,0, 0)
(601,385,1, 0)
(762,322,0, 0)
(71,102,0, 0)
(696,32,0, 0)
(61,287,0, 0)
(160,123,0, 0)
(208,234,0, 0)
(56,66,0, 0)
(686,22,0, 0)
(140,151,0, 0)
(301,82,0, 0)
(36,475,0, 0)
(210,367,0, 0)
(595,561,0, 0)
(233,236,0, 0)
(764,333,0, 0)
(558,194,0, 0)
(58,48,0, 0)
(751,371,0, 0)
(57,161,0, 0)
(589,559,0, 0)
(292,85,0, 0)
(174,317,0, 0)
(713,148,0, 0)
(511,470,0, 0)
(766,325,0, 0)
(641,270,1, 0)
(314,180,0, 0)
(280,362,0, 0)
(696,171,0, 0)
(118,27,0, 0)
(144,32,0, 0)
(92,432,0, 0)
(575,382,1, 0)
(665,525,0, 0)
(215,401,0, 0)
(477,80,1, 0)
(493,504,0, 0)
(243,208,0, 0)
(115,584,0, 0)
(719,575,0, 0)
(323,236,0, 0)
(413,503,0, 0)
(561,294,0, 0)
(785,467,0, 0)
(563,454,1, 0)
(718,130,0, 0)
(600,558,0, 0)
(292,184,0, 0)
(769,383,0, 0)
(393,324,0, 0)
(99,161,0, 0)
(115,274,0, 0)
(582,447,1, 0)
(275,50,0, 0)
(225,208,0, 0)
(346,158,0, 0)
(666,134,0, 0)
(431,243,0, 0)
(368,509,0, 0)
(205,57,0, 0)
(694,436,0, 0)
(167,365,0, 0)
(432,255,0, 0)
(575,271,0, 0)
(53,401,0, 0)
(524,509,0, 0)
(508,450,0, 0)
(120,371,0, 0)
(460,477,0, 0)
(110,37,0, 0)
(654,524,0, 0)
(337,452,0, 0)
(629,152,1, 0)
(332,346,0, 0)
(444,206,0, 0)
(763,279,0, 0)
(410,209,0, 0)
(625,260,1, 0)
(703,572,0, 0)
(667,418,1, 0)
(349,561,0, 0)
(251,414,0, 0)
(522,535,0, 0)
(226,132,0, 0)
(236,205,0, 0)
(40,413,0, 0)
(539,323,0, 0)
(353,412,0, 0)
(358,258,0, 0)
(83,371,0, 0)
(26,518,0, 0)
(474,233,0, 0)
(398,199,0, 0)
(779,227,0, 0)
(87,584,0, 0)
(293,550,0, 0)
(618,21,0, 0)
(321,505,0, 0)
(648,365,1, 0)
(111,335,0, 0)
(547,186,0, 0)
(428,331,0, 0)
(75,450,0, 0)
(342,523,0, 0)
(180,468,0, 0)
(166,276,0, 0)
(770,224,0, 0)
(361,282,0, 0)
(487,183,0, 0)
(554,110,1, 0)
(86,530,0, 0)
(82,546,0, 0)
(259,408,0, 0)
(50,177,0, 0)
(556,247,0, 0)
(771,87,0, 0)
(31,490,0, 0)
(674,424,0, 0)
(139,385,0, 0)
(556,107,1, 0)
(421,540,0, 0)
(553,20,0, 0)
(348,460,0, 0)
(330,387,0, 0)
(543,147,1, 0)
(272,242,0, 0)
(601,45,0, 0)
(698,159,0, 0)
(42,399,0, 0)
(159,563,0, 0)
(312,213,0, 0)
(620,156,1, 0)
(389,529,0, 0)
(712,319,0, 0)
(37,443,0, 0)
(774,187,0, 0)
(686,52,0, 0)
(221,310,0, 0)
(301,543,0, 0)
(246,374,0, 0)
(448,398,0, 0)
(48,369,0, 0)
(653,197,0, 0)
(513,431,0, 0)
(535,354,0, 0)
(234,66,0, 0)
(626,474,0, 0)
(766,40,0, 0)
(160,179,0, 0)
(731,564,0, 0)
(513,299,0, 0)
(107,15,0, 0)
(665,347,1, 0)
(409,93,1, 0)
(736,430,0, 0)
(506,278,0, 0)
(115,453,0, 0)
(528,255,0, 0)
(600,112,1, 0)
(593,514,0, 0)
(409,356,0, 0)
(638,201,0, 0)
(746,503,0, 0)
(140,584,0, 0)
(745,436,0, 0)
(584,561,0, 0)
(334,538,0, 0)
(80,139,0, 0)
(127,189,0, 0)
(110,129,0, 0)
(219,18,0, 0)
(290,283,0, 0)
(202,203,0, 0)
(416,482,0, 0)
(745,342,0, 0)
(564,134,1, 0)
(189,233,0, 0)
(573,578,0, 0)
(70,132,0, 0)
(118,510,0, 0)
(525,154,0, 0)
(590,84,1, 0)
(45,163,0, 0)
(152,200,0, 0)
(141,526,0, 0)
(113,57,0, 0)
(177,477,0, 0)
(176,245,0, 0)
(197,76,0, 0)
(267,431,0, 0)
(484,488,0, 0)
(245,98,0, 0)
(308,140,0, 0)
(167,166,0, 0)
(118,437,0, 0)
(333,218,0, 0)
(84,68,0, 0)
(611,432,1, 0)
(607,469,1, 0)
(749,409,0, 0)
(36,121,0, 0)
(743,173,0, 0)
(731,216,0, 0)
(138,17,0, 0)
(81,399,0, 0)
(195,392,0, 0)
(319,322,0, 0)
(216,221,0, 0)
(44,131,0, 0)
(402,556,0, 0)
(461,529,0, 0)
(320,315,0, 0)
(629,465,0, 0)
(756,317,0, 0)
(102,275,0, 0)
(110,118,0, 0)
(665,382,1, 0)
(475,265,0, 0)
(328,183,0, 0)
(664,39,0, 0)
(470,143,0, 0)
(109,513,0, 0)
(706,409,0, 0)
(239,420,0, 0)
(436,273,0, 0)
(540,575,0, 0)
(165,561,0, 0)
(556,35,0, 0)
(781,368,0, 0)
(20,178,0, 0)
(308,386,0, 0)
(704,553,0, 0)
(760,190,0, 0)
(215,349,0, 0)
(68,294,0, 0)
(467,469,0, 0)
(109,81,0, 0)
(615,276,1, 0)
(67,574,0, 0)
(288,484,0, 0)
(45,467,0, 0)
(161,100,0, 0)
(603,566,0, 0)
(252,232,0, 0)
(453,557,0, 0)
(432,323,0, 0)
(45,504,0, 0)
(627,529,0, 0)
(783,191,0, 0)
(65,455,0, 0)
(729,575,0, 0)
(354,450,0, 0)
(256,228,0, 0)
(454,544,0, 0)
(431,218,0, 0)
(444,33,1, 0)
(561,228,0, 0)
(307,382,0, 0)
(420,311,0, 0)
(646,32,0, 0)
(701,367,0, 0)
(504,153,0, 0)
(762,203,0, 0)
(564,424,1, 0)
(240,557,0, 0)
(353,100,0, 0)
(172,381,0, 0)
(240,508,0, 0)
(491,290,0, 0)
(428,511,0, 0)
(176,493,0, 0)
(505,583,0, 0)
(648,383,1, 0)
(32,476,0, 0)
(112,372,0, 0)
(362,115,0, 0)
(445,390,0, 0)
(414,318,0, 0)
(256,68,0, 0)
(632,370,1, 0)
(314,326,0, 0)
(509,461,0, 0)
(532,29,0, 0)
(440,367,0, 0)
(324,37,0, 0)
(554,77,1, 0)
(723,145,0, 0)
(276,412,0, 0)
(322,176,0, 0)
(161,309,0, 0)
(240,71,0, 0)
(255,383,0, 0)
(707,398,0, 0)
(708,45,0, 0)
(689,543,0, 0)
(642,193,0, 0)
(755,101,0, 0)
(634,205,0, 0)
(387,219,0, 0)
(529,147,0, 0)
(22,275,0, 0)
(687,212,0, 0)
(84,291,0, 0)
(405,257,0, 0)
(323,178,0, 0)
(101,565,0, 0)
(684,218,0, 0)
(426,453,0, 0)
(38,415,0, 0)
(188,202,0, 0)
(375,529,0, 0)
(491,113,1, 0)
(398,107,1, 0)
(479,361,0, 0)
(606,568,0, 0)
(606,308,1, 0)
(296,374,0, 0)
(779,96,0, 0)
(267,571,0, 0)
(43,229,0, 0)
(461,131,1, 0)
(527,445,0, 0)
(113,471,0, 0)
(738,245,0, 0)
(372,235,0, 0)
(535,468,1, 0)
(545,33,0, 0)
(767,393,0, 0)
(217,329,0, 0)
(290,482,0, 0)
(473,544,0, 0)
(250,297,0, 0)
(329,33,0, 0)
(51,577,0, 0)
(36,572,0, 0)
(91,241,0, 0)
(88,49,0, 0)
(623,374,1, 0)
(226,551,0, 0)
(145,304,0, 0)
(767,489,0, 0)
(759,88,0, 0)
(615,313,1, 0)
(475,323,0, 0)
(537,208,0, 0)
(277,162,0, 0)
(78,447,0, 0)
(173,338,0, 0)
(506,559,0, 0)
(539,358,0, 0)
(540,162,1, 0)
(558,461,1, 0)
(751,82,0, 0)
(174,552,0, 0)
(199,559,0, 0)
(745,537,0, 0)
(131,43,0, 0)
(213,244,0, 0)
(492,175,0, 0)
(60,402,0, 0)
(434,249,0, 0)
(92,55,0, 0)
(383,298,0, 0)
(648,227,1, 0)
(142,524,0, 0)
(770,190,0, 0)
(730,459,0, 0)
(464,583,0, 0)
(712,227,0, 0)
(251,187,0, 0)
(480,535,0, 0)
(780,158,0, 0)
(697,403,0, 0)
(39,568,0, 0)
(336,365,0, 0)
(170,180,0, 0)
(526,367,0, 0)
(185,85,0, 0)
(569,331,0, 0)
(94,108,0, 0)
(205,142,0, 0)
(669,23,0, 0)
(470,86,1, 0)
(34,76,0, 0)
(300,128,0, 0)
(213,370,0, 0)
(493,296,0, 0)
(600,511,0, 0)
(568,166,1, 0)
(618,168,1, 0)
(141,555,0, 0)
(618,393,1, 0)
(178,82,0, 0)
(276,445,0, 0)
(386,557,0, 0)
(81,414,0, 0)
(76,250,0, 0)
(56,354,0, 0)
(773,307,0, 0)
(648,384,1, 0)
(106,295,0, 0)
(255,210,0, 0)
(506,361,0, 0)
(636,442,1, 0)
(325,381,0, 0)
(560,135,1, 0)
(160,95,0, 0)
(294,323,0, 0)
(436,81,1, 0)
(355,420,0, 0)
(188,524,0, 0)
(630,399,1, 0)
(220,197,0, 0)
(770,338,0, 0)
(444,242,0, 0)
(475,181,0, 0)
(590,346,1, 0)
(383,483,0, 0)
(692,584,0, 0)
(763,79,0, 0)
(34,465,0, 0)
(100,188,0, 0)
(537,146,1, 0)
(415,103,1, 0)
(699,351,0, 0)
(683,69,0, 0)
(154,58,0, 0)
(418,312,0, 0)
(631,60,0, 0)
(61,549,0, 0)
(536,412,0, 0)
(729,343,0, 0)
(185,327,0, 0)
(624,127,1, 0)
(186,357,0, 0)
(624,466,0, 0)
(548,249,0, 0)
(318,358,0, 0)
(153,310,0, 0)
(718,522,0, 0)
(759,478,0, 0)
(152,413,0, 0)
(528,416,0, 0)
(265,292,0, 0)
(634,417,1, 0)
(210,115,0, 0)
(769,428,0, 0)
(565,334,0, 0)
(419,572,0, 0)
(355,400,0, 0)
(628,368,1, 0)
(154,506,0, 0)
(240,147,0, 0)
(186,31,0, 0)
(264,376,0, 0)
(431,310,0, 0)
(34,70,0, 0)
(26,553,0, 0)
(526,421,0, 0)
(229,433,0, 0)
(336,343,0, 0)
(325,382,0, 0)
(758,583,0, 0)
(445,222,0, 0)
(64,361,0, 0)
(259,563,0, 0)
(621,148,1, 0)
(223,467,0, 0)
(280,457,0, 0)
(130,207,0, 0)
(623,479,0, 0)
(211,566,0, 0)
(248,234,0, 0)
(763,71,0, 0)
(142,447,0, 0)
(594,419,1, 0)
(778,179,0, 0)
(576,130,1, 0)
(280,327,0, 0)
(496,330,0, 0)
(234,139,0, 0)
(116,287,0, 0)
(538,92,1, 0)
(460,330,0, 0)
(245,258,0, 0)
(31,81,0, 0)
(526,407,0, 0)
(571,283,0, 0)
(223,423,0, 0)
(158,209,0, 0)
(172,221,0, 0)
(714,72,0, 0)
(736,552,0, 0)
(535,381,0, 0)
(87,100,0, 0)
(580,266,0, 0)
(745,193,0, 0)
(714,365,0, 0)
(534,170,0, 0)
(634,62,0, 0)
(349,585,0, 0)
(479,284,0, 0)
(204,78,0, 0)
(418,557,0, 0)
(420,91,1, 0)
(42,210,0, 0)
(609,316,1, 0)
(82,556,0, 0)
(597,100,1, 0)
(325,86,0, 0)
(54,429,0, 0)
(570,407,1, 0)
(44,204,0, 0)
(654,368,1, 0)
(709,121,0, 0)
(727,501,0, 0)
(244,280,0, 0)
(735,161,0, 0)
(503,449,0, 0)
(662,533,0, 0)
(249,470,0, 0)
(290,361,0, 0)
(165,555,0, 0)
(137,176,0, 0)
(662,390,1, 0)
(331,122,0, 0)
(180,390,0, 0)
(696,534,0, 0)
(766,555,0, 0)
(734,202,0, 0)
(774,102,0, 0)
(244,356,0, 0)
(446,200,0, 0)
(175,549,0, 0)
(689,190,0, 0)
(465,329,0, 0)
(149,353,0, 0)
(250,171,0, 0)
(260,442,0, 0)
(310,467,0, 0)
(755,279,0, 0)
(714,302,0, 0)
(608,429,1, 0)
(292,407,0, 0)
(781,393,0, 0)
(395,578,0, 0)
(698,445,0, 0)
(765,358,0, 0)
(493,517,0, 0)
(382,410,0, 0)
(287,513,0, 0)
(567,284,0, 0)
(257,262,0, 0)
(324,235,0, 0)
(455,248,0, 0)
(322,340,0, 0)
(216,307,0, 0)
(393,110,1, 0)
(34,510,0, 0)
(552,249,0, 0)
(119,318,0, 0)
(581,75,1, 0)
(129,52,0, 0)
(171,378,0, 0)
(460,466,0, 0)
(586,38,0, 0)
(599,329,1, 0)
(693,500,0, 0)
(324,477,0, 0)
(770,301,0, 0)
(367,432,0, 0)
(733,63,0, 0)
(582,73,1, 0)
(635,41,0, 0)
(52,503,0, 0)
(748,220,0, 0)
(565,534,0, 0)
(279,130,0, 0)
(706,349,0, 0)
(439,158,0, 0)
(485,193,0, 0)
(223,470,0, 0)
(653,236,1, 0)
(50,397,0, 0)
(159,170,0, 0)
